,_id,id,title,release_date,genres,vote_average,popularity,vote_count,imdb_id,tmdbId
15823,15823,21882,Gator,1976,Drama-Crime-Action,4.9,3.078583,16.0,74564,21882.0
15824,15824,23739,Circle of Iron,1978,Fantasy,5.9,1.022584,14.0,78975,23739.0
15825,15825,24203,Desk Set,1957,Comedy-Romance,6.9,2.007373,28.0,50307,24203.0
15826,15826,24756,The Art of War III: Retribution,2009,Adventure-Action-Thriller,3.4,1.986279,7.0,878647,24756.0
15827,15827,25652,Crocodile,1996,Drama,6.3,1.337021,12.0,296492,25652.0
15828,15828,26561,Enchanted April,1991,Romance-Drama,6.9,2.400185,25.0,101811,26561.0
15829,15829,28131,Pulp,1972,Mystery-Crime-Drama,6.3,1.397348,8.0,69134,28131.0
15830,15830,28430,The Day the Earth Caught Fire,1961,Science Fiction-Drama,7.3,3.150237,28.0,54790,28430.0
15831,15831,28465,A Dangerous Man,2009,Action-Adventure-Thriller,5.1,4.461175,37.0,1360767,28465.0
15832,15832,28478,Fat People,2009,Drama-Comedy,5.6,1.102802,14.0,1166810,28478.0
15833,15833,28519,The Winslow Boy,1999,Drama,6.4,2.69143,22.0,155388,28519.0
15834,15834,28665,Fame,2009,Music-Comedy-Drama-Romance,5.5,6.803354,139.0,1016075,28665.0
15835,15835,29112,The Well,1951,Drama,7.3,1.305958,5.0,44202,29112.0
15836,15836,29817,Fairy Tales,1978,Romance-Comedy,6.3,1.274283,4.0,77534,29817.0
15837,15837,29871,Santo vs. the Vampire Women,1962,Action-Foreign,3.2,1.2007376,6.0,55408,29871.0
15838,15838,30043,Green Chair,2005,Romance-Drama,6.6,1.811957,8.0,436639,30043.0
15839,15839,31021,The Collector,2005,Drama,6.1,0.26853,5.0,480163,31021.0
15840,15840,31462,Moving Violations,1985,Comedy,5.7,1.280358,16.0,89629,31462.0
15841,15841,31633,The Marrying Man,1991,Action-Comedy-Romance-Thriller,5.0,2.70816,17.0,102411,31633.0
15842,15842,32150,Undercover,2007,Crime-Thriller-Action,7.0,1.2007376,5.0,1092287,32150.0
15843,15843,32646,Safe,1995,Drama,7.2,8.180047,62.0,114323,32646.0
15844,15844,35185,The Smallest Show on Earth,1957,Comedy,7.1,0.73743,6.0,50985,35185.0
15845,15845,35638,"Sick: The Life and Death of Bob Flanagan, Supermasochist",1997,Documentary,5.9,0.491945,9.0,120126,35638.0
15846,15846,36922,The Kaiser's Lackey,1951,History-Drama-Comedy,6.0,0.420539,6.0,44170,36922.0
15847,15847,37302,Left Behind,2000,Drama-Fantasy-Science Fiction-Thriller,4.0,2.663191,41.0,190524,37302.0
15848,15848,37437,My Side of the Mountain,1969,Action-Adventure-Drama-Family,6.4,0.437809,10.0,64708,37437.0
15849,15849,37917,Honkytonk Man,1982,Western-Comedy-Drama-Music,5.4,3.793634,39.0,84088,37917.0
15850,15850,38681,Mission Bloody Mary,1965,Adventure,0.0,0.018488,0.0,58882,38681.0
15851,15851,39786,Visual Acoustics,2009,Documentary,7.8,0.817628,4.0,1233611,39786.0
15852,15852,39837,Yaadein,2001,Drama-Foreign,4.9,1.2007376,7.0,248617,39837.0
15853,15853,40628,Two Bits,1995,Drama-Family,5.4,4.046208,11.0,114753,40628.0
15854,15854,41135,Operation: Endgame,2010,Adventure-Action-Comedy-Thriller,5.1,8.534211,63.0,1268987,41135.0
15855,15855,41671,Amityville: It's About Time,1992,Horror,4.1,2.418256,21.0,103678,41671.0
15856,15856,41821,Ju Dou,1990,Drama-Romance,7.2,3.499907,25.0,99902,41821.0
15857,15857,42238,Black and White in Color,1976,Drama-Comedy-War,6.0,0.8529,11.0,74972,42238.0
15858,15858,42244,The First Nudie Musical,1976,Music-Comedy,4.5,0.096085,2.0,74533,42244.0
15859,15859,42313,Tom Sawyer,2000,Animation-Family-Adventure,6.2,0.298892,3.0,224267,42313.0
15860,15860,43040,Sergeant Rutledge,1960,Crime-Western,6.7,4.972855,22.0,54292,43040.0
15861,15861,43329,Apache,1954,Action-Western,5.8,1.607794,23.0,46719,43329.0
15862,15862,43960,Drake And Josh Go Hollywood,2006,TV Movie-Family-Comedy-Adventure-Crime,5.7,3.982532,40.0,492878,43960.0
15863,15863,44338,Balance,1989,Drama-Animation,7.7,0.026351,32.0,96880,44338.0
15864,15864,44541,Reformat the Planet,2008,Documentary,8.0,0.041642,1.0,1183662,44541.0
15865,15865,45089,Blood Rain,2005,Foreign-Thriller,6.7,1.2007376,11.0,462684,45089.0
15866,15866,45772,Gnomeo & Juliet,2011,Animation-Family,5.8,9.244469,547.0,377981,45772.0
15867,15867,45993,The Woman in the Rumor,1954,Romance-Drama,7.5,1.338043,6.0,47638,45993.0
15868,15868,49018,Insidious,2010,Horror-Thriller,6.8,17.24814,1775.0,1591095,49018.0
15869,15869,51854,The Shepherd,1999,Action-Science Fiction,5.0,0.041951,1.0,159752,51854.0
15870,15870,51912,The Overtaxed,1959,Comedy,6.4,0.915016,14.0,53333,51912.0
15871,15871,52039,Don't Let Me Drown,2009,Drama-Romance,6.0,1.2007376,1.0,760166,52039.0
15872,15872,54133,Madhouse,1981,Horror,6.4,1.289193,9.0,93468,54133.0
15873,15873,55246,Ceremony,2010,Comedy-Romance,5.2,4.186599,20.0,1341341,55246.0
15874,15874,55774,The Band,2009,Comedy-Music-Romance,3.3,1.2007376,7.0,1153101,55774.0
15875,15875,57745,Orphans,1998,Comedy-Drama,6.8,2.805298,7.0,119842,57745.0
15876,15876,58227,The Connection,1962,Drama,5.1,1.2007376,5.0,54763,58227.0
15877,15877,58494,Daniel Tosh: Happy Thoughts,2011,Comedy,6.8,1.2007376,12.0,1853533,58494.0
15878,15878,59005,Quackser Fortune Has a Cousin in the Bronx,1970,Comedy-Drama-Romance,0.0,2e-06,0.0,66266,59005.0
15879,15879,60005,American Virgin,2000,Comedy,5.2,0.109065,3.0,143422,60005.0
15880,15880,60440,The Human Experience,2008,Documentary,6.8,0.145912,4.0,1252298,60440.0
15881,15881,60821,The Good Witch's Garden,2009,TV Movie-Comedy-Family-Fantasy-Romance,5.8,1.2007376,22.0,1312251,60821.0
15882,15882,61203,Shor in the City,2011,Foreign-Crime-Drama,6.5,1.2007376,9.0,1916728,61203.0
15883,15883,63067,My Best Friend's Wife,1998,Romance-Comedy,6.3,0.826487,12.0,169548,63067.0
15884,15884,64079,The Gypsy Moths,1969,Romance-Drama-Action,5.9,1.456925,9.0,64397,64079.0
15885,15885,65550,The Rose Tattoo,1955,Drama-Romance,6.4,0.982464,10.0,48563,65550.0
15886,15886,66043,The Incident,1967,Thriller-Drama,5.9,1.166142,8.0,61814,66043.0
15887,15887,66055,Shoot the Living and Pray for the Dead,1971,Action-Western,3.6,0.013577,4.0,66240,66055.0
15888,15888,68827,She Does Not Drink Smoke or Flirts but She Talks,1970,Comedy,5.5,0.000844,3.0,65686,68827.0
15889,15889,70349,Beauty and the Beast,1978,Drama-Fantasy-Horror-Romance,7.8,2.936378,20.0,78054,70349.0
15890,15890,72031,The Glass Shield,1994,Drama-Action-Thriller-Crime,5.4,1.012197,9.0,109906,72031.0
15891,15891,73700,Janie Jones,2010,Drama-Music,6.2,1.363957,13.0,1509130,73700.0
15892,15892,74495,Bandage,2010,Drama-Music-Romance,6.2,0.421065,3.0,482459,74495.0
15893,15893,77068,War of the Dead,2011,Horror-Action-Adventure,3.7,1.331937,17.0,780645,77068.0
15894,15894,77165,And God Said to Cain,1970,Thriller-Mystery-Western-Action,5.1,1.2007376,5.0,64273,77165.0
15895,15895,79163,95 Miles to Go,2006,Documentary-Comedy,0.0,1.2007376,0.0,428196,79163.0
15896,15896,79509,The Ambulance,1989,Action-Horror-Thriller,6.0,1.756955,21.0,99026,79509.0
15897,15897,84184,Celeste & Jesse Forever,2012,Comedy-Drama-Romance,6.4,6.348565,164.0,1405365,84184.0
15898,15898,85377,Young Black Jack,2011,Thriller-Drama,0.0,1.2007376,0.0,1882164,85377.0
15899,15899,85611,The Stranglers of Bombay,1959,Action-Adventure-History,6.0,1.2007376,4.0,54346,85611.0
15900,15900,85652,Mamitas,2012,Drama-Romance,6.3,0.155409,3.0,1863323,85652.0
15901,15901,87339,The Guard from the Underground,1992,Drama-Horror-Thriller-Crime,5.5,0.008267,3.0,230367,87339.0
15902,15902,91067,The Ditch,2010,Drama-Foreign,7.3,1.2007376,4.0,1723112,91067.0
15903,15903,94527,Everything for Sale,1969,Drama-Foreign,5.8,0.482789,7.0,65226,94527.0
15904,15904,94857,Brother Can You Spare A Dime,1975,Documentary,6.0,0.037413,1.0,72742,94857.0
15905,15905,100122,The Art of Dying,2000,Horror-Thriller-Foreign,5.0,0.539706,3.0,242285,100122.0
15906,15906,104927,The Third Eye,1966,Horror,6.0,1.2007376,2.0,166377,104927.0
15907,15907,110958,Unlawful Killing,2011,Documentary,4.5,0.31646,2.0,1979385,110958.0
15908,15908,110972,Pie in the Sky,1996,Comedy-Romance,7.0,0.699066,2.0,114131,110972.0
15909,15909,111014,Dead Silent,1999,Thriller,4.1,0.259613,4.0,195630,111014.0
15910,15910,113154,Invaders from Space,1965,Science Fiction-Foreign,0.0,0.004585,0.0,48957,113154.0
15911,15911,116327,How to Make a Monster,1958,Horror-Science Fiction,5.2,1.2007376,5.0,51746,116327.0
15912,15912,116445,Wonder Women,1973,Action-Horror-Science Fiction-Thriller,5.5,1.2007376,4.0,70926,116445.0
15913,15913,118121,Butley,1974,Drama,7.3,0.266127,3.0,71260,118121.0
15914,15914,124080,Shepard & Dark,2012,Documentary,6.0,0.228558,4.0,2221784,124080.0
15915,15915,125558,Among Friends,2012,Comedy-Horror,4.1,1.2007376,25.0,1984110,125558.0
15916,15916,125795,Bread and Milk,2001,Drama,5.5,1.2007376,2.0,288092,125795.0
15917,15917,127083,It Rains in My Village,1968,Music-Drama-Foreign,6.6,0.607027,5.0,124294,127083.0
15918,15918,127702,La Señal,2007,Mystery-Crime-Drama,6.3,0.575554,3.0,906777,127702.0
15919,15919,130957,The Sons of Great Bear,1966,Drama-Western,5.0,1.2007376,1.0,61057,130957.0
15920,15920,133736,Electoral Dysfunction,2012,Documentary-Comedy,0.0,1.2007376,0.0,2239126,133736.0
15921,15921,135714,Redemption: For Robbing the Dead,2011,Western,0.0,0.085592,0.0,1623660,135714.0
15922,15922,136345,Ballerina,2006,Foreign,8.0,0.428373,3.0,898897,136345.0
15923,15923,139251,I Married Who?,2012,TV Movie-Comedy,5.0,1.2007376,6.0,2107651,139251.0
15924,15924,141319,Spanish Judges,2000,Crime-Drama,5.5,1.000373,2.0,183808,141319.0
15925,15925,144271,Joe + Belle,2011,Romance-Crime-Drama-Comedy,6.9,0.382886,5.0,1930371,144271.0
15926,15926,149101,King of Katoren,2012,Family-Adventure,9.5,0.36934,2.0,1414404,149101.0
15927,15927,153854,It Felt Like Love,2013,Drama,5.4,1.342329,20.0,2328922,153854.0
15928,15928,154019,Belarmino,1964,Documentary,7.5,0.511532,6.0,57880,154019.0
15929,15929,163202,A Borrowed Life,1994,Drama,5.0,1.2007376,1.0,109691,163202.0
15930,15930,173847,Amiche da morire,2013,Romance-Crime-Comedy,6.2,2.572216,59.0,2343371,173847.0
15931,15931,175606,Pasta Shells,2013,Comedy-Drama,4.8,0.194324,4.0,2434800,175606.0
15932,15932,182981,Nude Area,2014,Romance-Drama,5.0,1.2007376,2.0,2352044,182981.0
15933,15933,191731,Manuscripts Don't Burn,2013,Crime-Drama,6.1,1.2007376,8.0,2912144,191731.0
15934,15934,197726,Lon Chaney: A Thousand Faces,2000,Documentary,5.0,0.646182,2.0,264804,197726.0
15935,15935,207323,The Olsen Gang in Deep Trouble,2013,Crime-Animation-Comedy,6.0,1.2007376,1.0,1978599,207323.0
15936,15936,223895,Class Enemy,2013,Drama,6.6,2.441793,16.0,3187076,223895.0
15937,15937,241553,Tricked: The Documentary,2013,Documentary,6.2,1.670812,15.0,2246924,241553.0
15938,15938,242462,The Activist,2014,Thriller,4.0,1.2007376,2.0,2631072,242462.0
15939,15939,248781,ABCs of Death 2.5,2016,Horror,5.0,1.2007376,8.0,5647758,248781.0
15940,15940,259395,Tom Segura: Completely Normal,2014,Comedy,8.1,0.598777,8.0,3500822,259395.0
15941,15941,259808,Criminal Justice,1990,TV Movie-Drama,10.0,1.460826,1.0,99321,259808.0
15942,15942,266285,The Salvation,2014,Drama-Western,6.2,8.253705,285.0,2720680,266285.0
15943,15943,278621,Everything Relative,1996,Drama,4.0,0.104276,1.0,116245,278621.0
15944,15944,289336,Dagmamman,2013,TV Movie-Drama,0.0,0.030036,0.0,2421234,289336.0
15945,15945,294161,Tainá: An Amazon Adventure,2001,Family-Fantasy-Adventure,3.3,1.2007376,3.0,264079,294161.0
15946,15946,297702,Gutshot Straight,2014,Thriller,3.2,1.712432,17.0,2252552,297702.0
15947,15947,300671,13 Hours: The Secret Soldiers of Benghazi,2016,Action-Drama-History-Thriller-War,7.0,18.022579,963.0,4172430,300671.0
15948,15948,300945,Νόμος 4000,1962,Drama,9.0,1.2007376,1.0,122636,300945.0
15949,15949,301804,Before I Wake,2016,Drama-Fantasy-Horror-Thriller,6.2,1.2007376,416.0,3174376,301804.0
15950,15950,306543,Homies,2015,Comedy,4.6,0.487434,7.0,3851324,306543.0
15951,15951,315335,Frau Müller muss weg!,2015,Comedy,5.9,1.2007376,25.0,4216934,315335.0
15952,15952,319396,Zombieworld,2015,Horror,5.2,1.2007376,8.0,3717324,319396.0
15953,15953,320318,The Clearstream Affair,2015,Thriller,5.9,1.2007376,43.0,3037028,320318.0
15954,15954,321191,Chronicle of a Blood Merchant,2015,Romance-Drama-History,6.3,1.2007376,7.0,3797004,321191.0
15955,15955,324794,The Blue Hour,2015,Drama-Horror,6.6,1.2007376,10.0,4536494,324794.0
15956,15956,326045,Lonesome Dove Church,2014,Western,7.5,1.2007376,1.0,3447676,326045.0
15957,15957,328595,Parallels,2015,Science Fiction-Action,6.2,4.081263,148.0,3479316,328595.0
15958,15958,330152,A Lamp In The Dark: The Untold History of the Bible,2009,Documentary,3.3,0.076471,2.0,1841487,330152.0
15959,15959,333092,Come Down Molly,2015,Drama-Comedy,0.0,1.2007376,0.0,4201844,333092.0
15960,15960,334495,The Barkley Marathons: The Race That Eats Its Young,2014,Documentary-History,8.1,1.2007376,25.0,2400291,334495.0
15961,15961,339274,Tamasha,2015,Comedy-Drama-Romance,6.4,1.2007376,35.0,3148502,339274.0
15962,15962,340103,The Monster,2016,Drama-Horror,5.4,1.2007376,119.0,3976144,340103.0
15963,15963,340627,Ayanda,2015,Drama-Romance,6.0,1.2007376,1.0,4459386,340627.0
15964,15964,348811,War Pigs,2015,War-Action,4.8,2.810557,42.0,3779300,348811.0
15965,15965,355177,Tig Notaro: Boyish Girl Interrupted,2015,Comedy,6.3,1.2007376,4.0,4920096,355177.0
15966,15966,365339,Black Road,2015,Science Fiction-Thriller,4.9,1.2007376,4.0,3829874,365339.0
15967,15967,365491,Forever,2015,Drama-Romance-Thriller,6.1,1.2007376,6.0,2555652,365491.0
15968,15968,372490,Swept Under,2015,Thriller-Drama-Crime,4.4,1.2007376,12.0,4622018,372490.0
15969,15969,381034,I Am Not a Serial Killer,2016,Horror-Thriller,6.2,1.2007376,126.0,4303340,381034.0
15970,15970,382906,Rara,2016,Family-Drama,7.0,1.2007376,8.0,5070130,382906.0
15971,15971,387889,Buddymoon,2016,Comedy,6.8,1.2007376,9.0,5243424,387889.0
15972,15972,395992,Life,2017,Horror-Science Fiction-Thriller,6.3,1.2007376,1959.0,5442430,395992.0
15973,15973,402612,Gondolj rám,2016,Drama-Comedy,0.0,1.2007376,0.0,3416386,402612.0
15974,15974,436339,Colo,2017,Drama,0.0,1.2007376,0.0,5446444,436339.0
15975,15975,59,A History of Violence,2005,Drama-Thriller-Crime,6.9,11.119707,850.0,399146,59.0
15976,15976,829,Chinatown,1974,Crime-Drama-Mystery-Thriller,7.9,12.29227,939.0,71315,829.0
15977,15977,1870,Fantomas Unleashed,1965,Comedy-Crime-Adventure-Fantasy,6.7,6.212713,77.0,59168,1870.0
15978,15978,1967,Ask the Dust,2006,Drama-Romance,5.2,4.049118,42.0,384814,1967.0
15979,15979,2045,Unforgettable,1996,Drama-Mystery-Science Fiction-Thriller,5.3,2.464425,22.0,118040,2045.0
15980,15980,2142,Cop Land,1997,Action-Crime-Drama,6.6,9.15931,384.0,118887,2142.0
15981,15981,4327,Charlie's Angels,2000,Action-Adventure-Comedy-Crime-Thriller,5.6,9.774985,1253.0,160127,4327.0
15982,15982,5511,Le Samouraï,1967,Crime-Drama-Thriller,7.9,9.091288,187.0,62229,5511.0
15983,15983,6643,The Unforgiven,1960,Romance-Western-Drama,5.8,2.914053,35.0,54428,6643.0
15984,15984,8329,[REC],2007,Horror-Mystery,7.1,8.504511,954.0,1038988,8329.0
15985,15985,8333,The Taking of Pelham One Two Three,1974,Action-Adventure-Crime-Thriller,7.6,7.762833,109.0,72251,8333.0
15986,15986,8489,Ali,2001,Drama,6.7,9.303104,457.0,248667,8489.0
15987,15987,8881,Che: Part One,2008,Drama-History-War,6.8,5.68041,209.0,892255,8881.0
15988,15988,8941,Versailles,2008,Drama,6.0,0.705023,4.0,1132607,8941.0
15989,15989,9311,Smilla's Sense of Snow,1997,Action-Crime-Drama-Mystery-Thriller,6.6,3.132331,61.0,120152,9311.0
15990,15990,9339,Click,2006,Comedy-Drama-Fantasy-Romance,6.0,9.796552,2167.0,389860,9339.0
15991,15991,9357,One Hour Photo,2002,Horror-Thriller,6.6,10.753445,444.0,265459,9357.0
15992,15992,9531,Superman III,1983,Comedy-Action-Adventure-Fantasy-Science Fiction,5.3,9.614638,500.0,86393,9531.0
15993,15993,9761,Elephants Dream,2006,Animation-Science Fiction,6.0,1.802597,28.0,807840,9761.0
15994,15994,10172,Are We Done Yet?,2007,Comedy-Family-Drama,5.1,6.370205,152.0,422774,10172.0
15995,15995,10448,Rapa Nui,1994,Adventure,6.2,7.180346,33.0,110944,10448.0
15996,15996,10617,Once Upon a Time in China,1991,Action-Drama,7.4,5.476134,99.0,103285,10617.0
15997,15997,11086,The Majestic,2001,Drama-Romance,6.6,8.063684,193.0,268995,11086.0
15998,15998,11190,The Return,2003,Thriller-Drama-Mystery,7.4,4.507702,102.0,376968,11190.0
15999,15999,11257,A Room with a View,1985,Drama-Romance,6.9,6.175166,164.0,91867,11257.0
16000,16000,11258,Hard Rain,1998,Thriller,5.5,6.363405,181.0,120696,11258.0
16001,16001,11376,Swimming Pool,2001,Thriller-Horror,4.6,10.437479,17.0,283027,11376.0
16002,16002,11547,Cabin Fever,2003,Horror,5.5,6.466688,332.0,303816,11547.0
16003,16003,11649,Masters of the Universe,1987,Action-Fantasy-Science Fiction-Adventure-Thriller,5.1,7.106954,196.0,93507,11649.0
16004,16004,13393,My Father and My Son,2005,Comedy-Drama,7.8,1.712815,32.0,476735,13393.0
16005,16005,13405,The Children of Huang Shi,2008,Drama-War,6.5,14.622493,53.0,889588,13405.0
16006,16006,13894,Sharkwater,2006,Documentary,7.8,2.814765,20.0,856008,13894.0
16007,16007,13990,The Wackness,2008,Drama,6.2,5.598338,95.0,1082886,13990.0
16008,16008,14546,Golmaal Returns,2008,Comedy,4.3,1.2007376,14.0,1092005,14546.0
16009,16009,14821,Escape to Witch Mountain,1975,Adventure-Fantasy-Science Fiction-Family,6.5,7.151691,60.0,72951,14821.0
16010,16010,14979,Thick as Thieves,2009,Action-Thriller-Crime,5.7,11.923981,223.0,1112782,14979.0
16011,16011,15393,Play Misty for Me,1971,Crime-Drama-Romance-Thriller,6.5,5.820841,102.0,67588,15393.0
16012,16012,16307,The Wicker Man,1973,Horror-Music-Mystery-Thriller,7.1,7.206941,313.0,70917,16307.0
16013,16013,16766,Japan Sinks,2006,Drama-Thriller-Adventure-Science Fiction,4.2,1.2007376,9.0,473064,16766.0
16014,16014,18147,Unaccompanied Minors,2006,Comedy-Family,5.5,5.437197,68.0,488658,18147.0
16015,16015,18491,The End of Evangelion,1997,Animation-Drama-Science Fiction,8.1,6.228255,124.0,169858,18491.0
16016,16016,18555,Foxfire,1996,Action-Drama-Thriller,6.3,3.186891,30.0,116353,18555.0
16017,16017,18734,L.I.E.,2001,Drama,6.7,8.66635,31.0,242587,18734.0
16018,16018,18971,Rosencrantz & Guildenstern Are Dead,1991,Comedy-Drama,7.3,5.088457,75.0,100519,18971.0
16019,16019,19026,Azur & Asmar: The Princes' Quest,2006,Animation-Family,7.5,5.235633,91.0,439123,19026.0
16020,16020,19087,LadyBugs,1992,Comedy-Family,5.3,2.386817,35.0,104670,19087.0
16021,16021,19601,Bent,1997,Drama-History-Romance,6.3,3.546605,34.0,118698,19601.0
16022,16022,19644,Silmido,2003,Action-Drama-History,6.6,1.746498,28.0,387596,19644.0
16023,16023,19936,Hipnos,2004,Horror-Thriller,5.6,2.064359,9.0,376650,19936.0
16024,16024,20770,But I'm a Cheerleader,1999,Comedy,6.5,4.928139,101.0,179116,20770.0
16025,16025,21954,Sex Pot,2009,Comedy,2.7,1.2007376,16.0,1473801,21954.0
16026,16026,22167,Knightriders,1981,Drama,6.5,1.088614,17.0,82622,22167.0
16027,16027,22484,Tongan Ninja,2002,Action-Comedy-Foreign,4.9,1.018876,4.0,352925,22484.0
16028,16028,23719,Trapped in Paradise,1994,Action-Comedy,5.8,4.720595,58.0,111477,23719.0
16029,16029,25114,20th Century Boys - Chapter 2: The Last Hope,2009,Science Fiction-Adventure-Mystery,6.7,1.2007376,15.0,1181920,25114.0
16030,16030,25447,Tapeheads,1988,Comedy-Drama,5.4,1.693701,17.0,96223,25447.0
16031,16031,26782,Shadows of Forgotten Ancestors,1965,Drama,7.5,2.559625,35.0,58642,26782.0
16032,16032,27637,Horst Schlämmer - Isch kandidiere!,2009,Comedy,3.4,1.461478,15.0,1462050,27637.0
16033,16033,27847,Universal Soldier III: Unfinished Business,1999,Action-Science Fiction,3.8,2.322004,9.0,186655,27847.0
16034,16034,28138,Dinosaur Island,1994,Adventure-Comedy-Fantasy,4.9,1.2007376,7.0,109627,28138.0
16035,16035,28635,Wishmaster 3: Beyond the Gates of Hell,2001,Thriller-Horror,3.8,8.893041,38.0,254871,28635.0
16036,16036,28902,In Dreams,1999,Drama-Thriller,5.4,6.028168,45.0,120710,28902.0
16037,16037,29452,The Face of Another,1966,Drama-Science Fiction,7.6,2.674886,49.0,61065,29452.0
16038,16038,30347,Jesse Stone: Death in Paradise,2006,Drama-Thriller-Crime-Mystery,6.9,6.490445,31.0,800095,30347.0
16039,16039,30467,Virgin High,1991,Comedy,6.0,0.001393,3.0,103213,30467.0
16040,16040,31295,The Inside Man,1985,Action-Thriller-Mystery-Foreign,5.3,0.908799,2.0,88133,31295.0
16041,16041,31417,Eyes Without a Face,1960,Drama-Horror-Thriller,7.5,9.935891,130.0,53459,31417.0
16042,16042,31442,Ivan's Childhood,1962,Drama-War,7.7,5.16792,109.0,56111,31442.0
16043,16043,31582,Flawless,1999,Comedy-Drama,5.9,8.608461,56.0,155711,31582.0
16044,16044,33305,Scanners III: The Takeover,1992,Horror-Science Fiction-Action,3.9,1.614913,16.0,105322,33305.0
16045,16045,33333,Blue Spring,2001,Thriller-Drama-Action,6.4,1.734291,21.0,309291,33333.0
16046,16046,33613,The Girl Who Kicked the Hornet's Nest,2009,Action-Thriller-Crime-Mystery,7.0,8.405013,451.0,1343097,33613.0
16047,16047,33908,Three… Extremes,2004,Horror,6.7,4.128086,81.0,420251,33908.0
16048,16048,34131,Gamera vs. Viras,1968,Adventure-Action-Science Fiction,5.0,0.903575,6.0,63000,34131.0
16049,16049,34216,The Drummer,2007,Drama-Action-Foreign,7.5,1.2007376,4.0,831386,34216.0
16050,16050,34899,The Vertical Ray of the Sun,2000,Drama-Foreign-Romance,6.7,0.864406,17.0,224578,34899.0
16051,16051,35044,Full Body Massage,1995,Drama,5.5,1.852584,11.0,113131,35044.0
16052,16052,36380,Boys Don't Cry,2000,Comedy,7.5,1.016074,19.0,238119,36380.0
16053,16053,36631,Never Let Go,1960,Drama-Thriller-Crime,7.6,0.372205,5.0,54115,36631.0
16054,16054,36738,Boy Interrupted,2009,Documentary,6.2,0.786304,10.0,1327819,36738.0
16055,16055,36819,Time Bandits,1981,Family-Fantasy-Science Fiction-Adventure-Comedy,6.6,9.841623,255.0,81633,36819.0
16056,16056,37753,Consenting Adults,1992,Crime-Drama-Mystery,5.6,2.967012,27.0,104006,37753.0
16057,16057,38084,House III: The Horror Show,1989,Horror,4.4,2.171427,34.0,97527,38084.0
16058,16058,39242,The Other Me,2000,TV Movie-Family-Comedy-Fantasy,5.4,1.691634,14.0,246834,39242.0
16059,16059,41446,Scream 4,2011,Horror-Mystery,6.1,10.000721,930.0,1262416,41446.0
16060,16060,41776,This Is My Life,1992,Drama,6.3,1.377577,5.0,105577,41776.0
16061,16061,42135,Querelle,1982,Drama,6.5,1.29069,20.0,84565,42135.0
16062,16062,42257,Hester Street,1975,Drama-Romance,5.6,0.528717,7.0,73107,42257.0
16063,16063,42737,Morituri,1965,Action-Drama-Thriller-War,5.9,0.545455,14.0,59470,42737.0
16064,16064,43138,The Brothers Karamazov,1958,Drama,6.8,3.425142,6.0,51435,43138.0
16065,16065,43422,Gringuito,1998,Drama-Foreign,0.0,1.2007376,0.0,150789,43422.0
16066,16066,43777,Bitter Sugar,1996,Drama-Romance,6.3,0.401227,3.0,115600,43777.0
16067,16067,44000,Trog,1970,Horror,4.3,0.504767,9.0,66492,44000.0
16068,16068,44095,A Map For Saturday,2007,Documentary,7.2,0.356735,10.0,1024964,44095.0
16069,16069,44162,The Blue Kite,1994,Drama,7.4,2.16468,11.0,107358,44162.0
16070,16070,44444,Werewolf In A Girls' Dormitory,1961,Horror-Mystery,5.0,1.2007376,9.0,55106,44444.0
16071,16071,44511,Noodle,2007,Drama,7.1,0.262792,5.0,892332,44511.0
16072,16072,44754,Margaret,2011,Drama,6.1,5.113573,86.0,466893,44754.0
16073,16073,46565,Torino nera,1972,Drama-Crime,4.8,1.2007376,4.0,69395,46565.0
16074,16074,47003,The Deadly Bees,1966,Horror-Foreign-Thriller-Mystery,5.0,0.688748,6.0,61557,47003.0
16075,16075,48787,Mute Witness,1995,Thriller-Foreign,6.4,2.466066,36.0,110604,48787.0
16076,16076,50382,Monster in the Closet,1986,Horror,4.8,2.398954,23.0,91544,50382.0
16077,16077,53198,My Voyage to Italy,1999,Documentary,7.2,0.875175,13.0,173772,53198.0
16078,16078,54406,The Young Visiters,2003,Comedy-Drama-Family-Romance,3.8,0.637468,2.0,379053,54406.0
16079,16079,54491,The Trumpet Of The Swan,2001,Animation-Family,5.1,0.851599,13.0,206367,54491.0
16080,16080,54669,Tears of April,2008,Drama-War,7.0,0.14983,2.0,920461,54669.0
16081,16081,54910,Off the Black,2006,Drama,6.0,0.708427,1.0,479965,54910.0
16082,16082,54970,Spring on Zarechnaya Street,1956,Romance,6.6,1.2007376,8.0,49917,54970.0
16083,16083,55322,Grant Morrison:  Talking with Gods,2010,Action-Documentary,5.8,0.511896,6.0,1570101,55322.0
16084,16084,55479,Piñero,2001,Drama,7.0,0.362429,1.0,261066,55479.0
16085,16085,55892,Mezzo Forte,2000,Animation-Action-Thriller,6.0,1.637685,7.0,427531,55892.0
16086,16086,57857,The Christmas Box,1995,Drama-Fantasy,4.6,0.784015,5.0,112667,57857.0
16087,16087,58613,Stuff for the Rich,1987,Comedy,5.5,0.725035,17.0,93869,58613.0
16088,16088,62898,Uuno Turhapuro muuttaa maalle,1986,Comedy,6.0,1.2007376,4.0,92144,62898.0
16089,16089,62996,They Only Kill Their Masters,1972,Mystery-Romance-Thriller,0.0,0.891776,0.0,69371,62996.0
16090,16090,63115,Crush,1992,Comedy-Drama-Romance-Thriller,5.5,0.003921,2.0,104033,63115.0
